YearsSinceLastPromotion,JobSatisfaction,JobLevel,JobRole,YearsInCurrentRole,WorkLifeBalance,JobInvolvement,Gender,Department,RelationshipSatisfaction,YearsAtCompany,MonthlyIncome,TrainingTimesLastYear,MaritalStatus,EnvironmentSatisfaction,Age,HourlyRate,PerformanceRating,Attrition,DistanceFromHome,OverTime,NumCompaniesWorked
1,5,2,Executive,4,4,3,Male,Finance,1,7,5016,36,Divorced,4,37,85,4,Yes,28,No,2
1,4,1,Manager,11,1,3,Male,IT,2,10,14678,17,Single,3,21,61,1,Yes,34,Yes,2
9,2,4,Manager,13,2,2,Female,IT,3,27,8701,38,Divorced,3,54,90,1,No,25,Yes,1
2,5,3,Analyst,3,4,2,Male,Marketing,1,9,15931,35,Single,4,35,69,1,No,2,Yes,3
5,2,4,Assistant,10,3,1,Female,Finance,4,2,12463,39,Single,3,55,23,2,No,40,No,4
9,1,1,Executive,4,4,1,Male,Sales,4,26,18002,6,Married,3,52,68,4,No,10,Yes,1
0,3,1,Analyst,9,3,4,Female,Sales,2,15,18588,75,Single,2,23,78,3,No,14,Yes,1
2,5,3,Executive,7,3,4,Female,Sales,3,27,18203,18,Married,2,52,53,2,No,3,Yes,1
2,2,3,Analyst,6,1,2,Female,Marketing,2,15,9971,36,Single,1,33,97,3,No,9,No,2
1,4,1,Analyst,12,2,3,Male,Sales,3,21,4397,7,Divorced,1,40,22,1,No,32,No,3
0,1,4,Executive,9,4,2,Female,HR,2,16,13157,73,Divorced,2,39,41,1,No,30,Yes,2
0,3,5,Analyst,11,2,3,Male,Sales,3,27,7156,35,Divorced,1,27,83,4,No,32,No,4
0,4,4,Executive,13,3,4,Female,Sales,2,2,4530,70,Single,1,26,47,4,No,3,No,1
7,1,5,Manager,12,4,3,Female,HR,2,17,3774,91,Single,1,22,99,1,Yes,17,No,1
5,5,2,Assistant,2,4,2,Female,Marketing,2,11,10985,40,Married,1,36,24,3,No,49,No,4
8,4,3,Analyst,4,4,1,Male,IT,2,23,11307,42,Married,3,52,30,2,No,15,Yes,3
2,2,1,Executive,9,2,4,Male,Finance,1,18,10342,81,Married,2,31,25,1,No,22,No,4
6,1,2,Executive,8,4,4,Female,Marketing,3,22,18364,36,Married,4,41,33,3,No,34,No,4
5,1,4,Assistant,1,1,2,Male,Sales,1,23,16510,64,Single,1,41,78,1,No,46,No,4
8,5,5,Assistant,9,1,2,Male,IT,1,1,18590,53,Single,3,49,66,4,No,13,No,1
8,1,3,Assistant,13,2,4,Male,Finance,3,27,11014,92,Married,1,57,91,3,No,18,Yes,2
8,3,5,Analyst,10,4,2,Female,Finance,3,12,3626,85,Single,2,57,29,2,No,22,Yes,4
6,2,4,Executive,2,1,4,Male,Finance,2,25,8961,21,Single,2,27,56,4,No,46,No,3
8,5,4,Analyst,1,4,1,Female,HR,1,6,16624,46,Single,1,46,97,1,No,15,No,3
6,3,1,Analyst,2,3,1,Female,HR,3,18,15810,44,Single,3,46,93,1,No,15,Yes,1
8,5,2,Manager,10,3,3,Female,IT,2,17,17259,87,Married,2,53,52,2,No,8,Yes,1
1,5,3,Assistant,11,4,2,Male,Sales,3,17,13613,24,Married,2,40,63,1,No,47,Yes,3
1,2,1,Manager,6,4,2,Female,IT,2,2,8867,19,Single,1,49,91,2,No,28,Yes,1
6,1,5,Manager,2,4,3,Male,Sales,1,28,14023,29,Divorced,2,52,98,2,Yes,48,No,4
9,5,2,Analyst,14,3,3,Male,Marketing,2,25,12211,50,Married,4,47,63,1,Yes,20,Yes,3
5,4,3,Analyst,1,1,3,Female,Finance,3,18,5006,70,Married,2,52,93,3,No,44,No,2
5,2,5,Executive,5,3,1,Female,Finance,2,15,12754,2,Divorced,2,24,85,2,No,39,No,4
4,2,3,Manager,14,4,1,Female,HR,4,1,12033,69,Married,1,38,69,1,No,16,Yes,4
0,4,3,Assistant,11,2,2,Male,Marketing,4,29,5203,79,Divorced,4,23,36,2,No,22,Yes,4
6,2,2,Manager,2,1,1,Male,Marketing,2,20,18064,76,Divorced,2,54,57,4,No,31,Yes,2
1,5,5,Executive,11,2,2,Female,Sales,4,14,6197,6,Single,4,36,64,3,No,14,Yes,4
7,3,1,Manager,4,3,4,Female,Marketing,3,13,12901,28,Married,4,47,98,3,No,44,Yes,2
9,1,1,Manager,11,1,3,Male,HR,4,25,8666,54,Divorced,4,49,33,2,No,26,Yes,3
6,3,1,Manager,14,1,4,Male,Sales,3,12,12256,74,Single,1,48,86,3,No,46,Yes,3
1,2,3,Executive,11,2,3,Female,IT,4,8,15473,1,Married,1,25,32,2,Yes,19,No,4
1,4,4,Manager,11,2,3,Male,Sales,2,7,4718,87,Single,3,54,24,4,No,15,Yes,3
9,2,2,Analyst,8,2,3,Male,IT,3,8,14524,25,Single,3,56,64,3,No,48,Yes,1
7,2,1,Manager,10,2,1,Male,Sales,4,18,18765,44,Divorced,4,43,63,1,Yes,29,Yes,2
4,2,2,Analyst,11,1,3,Male,Finance,4,21,5593,53,Married,2,48,55,3,No,36,No,1
7,1,3,Manager,6,3,3,Male,IT,3,28,3698,37,Single,1,50,29,3,No,34,No,4
0,2,2,Analyst,8,2,4,Male,HR,3,15,10568,8,Divorced,3,54,37,2,Yes,24,Yes,3
8,2,1,Manager,5,4,3,Female,IT,2,28,4225,99,Divorced,4,52,90,1,No,14,No,3
7,2,1,Assistant,2,1,4,Male,IT,2,7,16180,69,Single,1,40,41,1,No,5,No,4
5,4,3,Analyst,1,2,1,Female,Sales,1,1,5702,53,Single,4,51,20,3,No,1,Yes,3
7,5,3,Assistant,12,4,1,Female,Finance,1,6,5204,46,Divorced,1,42,38,1,No,35,Yes,3
0,2,5,Analyst,8,3,4,Male,Sales,1,23,5228,93,Single,2,52,23,1,No,44,No,4
7,2,3,Manager,1,3,3,Female,Sales,1,16,13648,77,Single,2,22,88,3,Yes,29,No,1
0,2,4,Executive,10,2,3,Female,Finance,3,24,7948,47,Married,2,37,76,1,No,31,Yes,4
3,1,4,Manager,9,4,3,Female,Sales,4,21,6099,77,Divorced,2,44,81,3,No,25,Yes,2
9,4,1,Executive,4,2,1,Male,Finance,2,14,16158,77,Single,4,50,84,4,No,17,No,2
2,3,3,Assistant,6,1,1,Female,HR,2,8,15899,23,Divorced,1,22,92,1,No,49,No,3
2,5,4,Executive,6,1,4,Male,Finance,4,10,11793,81,Married,1,59,56,1,No,6,No,4
9,2,4,Executive,3,1,2,Female,Marketing,2,27,13256,1,Divorced,3,43,74,1,No,48,No,4
8,3,5,Executive,1,2,1,Female,Finance,2,17,9978,95,Divorced,4,51,97,2,No,27,No,4
7,3,3,Executive,6,2,1,Female,Finance,4,15,15098,89,Divorced,1,41,62,4,No,13,Yes,2
9,1,5,Assistant,10,2,3,Female,Marketing,1,14,3545,30,Married,2,42,70,3,No,21,Yes,2
7,1,2,Executive,5,3,4,Male,Finance,1,20,8932,20,Married,2,21,19,1,No,10,Yes,2
6,3,5,Manager,4,3,1,Female,IT,2,29,9203,92,Divorced,4,46,93,1,Yes,44,No,1
7,2,2,Analyst,9,4,1,Female,Sales,4,11,11375,77,Divorced,3,21,68,3,Yes,40,No,1
7,5,2,Analyst,13,2,2,Male,Sales,4,6,17240,63,Married,3,45,52,4,No,34,Yes,4
9,2,3,Manager,4,1,1,Male,HR,4,4,14462,48,Single,2,36,33,4,No,46,Yes,3
5,4,2,Assistant,1,1,1,Male,HR,2,29,6303,46,Married,4,59,83,3,Yes,15,No,3
7,4,2,Manager,10,2,3,Female,Marketing,3,5,14827,0,Divorced,2,52,87,3,No,23,No,3
1,4,5,Manager,13,4,3,Male,IT,1,11,6286,33,Single,2,28,85,1,No,32,No,1
6,2,3,Executive,6,1,2,Male,HR,4,12,10489,31,Single,1,58,38,3,No,22,No,2
2,1,3,Executive,13,4,3,Male,Sales,3,11,18767,62,Single,4,48,94,2,No,42,Yes,4
7,3,2,Assistant,7,2,1,Male,HR,2,18,4711,62,Married,3,45,24,1,No,48,Yes,2
4,3,5,Assistant,1,3,1,Male,HR,2,7,8496,51,Married,1,54,99,1,No,30,Yes,2
4,2,5,Analyst,9,1,2,Male,Finance,4,25,15915,38,Married,2,44,35,3,No,27,No,4
2,2,5,Assistant,10,4,2,Female,HR,1,23,5250,75,Married,1,43,29,3,Yes,31,No,2
0,5,5,Manager,2,3,4,Male,Marketing,4,1,18396,47,Divorced,2,32,78,2,No,4,Yes,1
1,4,1,Analyst,7,4,3,Female,Sales,3,16,7383,2,Single,1,26,27,2,Yes,40,No,2
1,2,2,Analyst,11,3,1,Male,Marketing,3,18,10451,13,Divorced,4,55,85,1,Yes,34,Yes,2
6,5,2,Executive,8,2,3,Male,Marketing,2,12,12260,85,Married,3,39,54,1,No,25,Yes,3
1,5,2,Executive,8,3,4,Male,IT,1,11,7677,25,Married,1,20,22,3,No,46,Yes,3
6,1,3,Analyst,1,1,3,Female,Finance,4,8,6488,34,Divorced,1,27,52,3,No,20,No,3
0,4,3,Executive,10,2,4,Male,Marketing,4,1,6212,86,Single,3,35,66,2,No,24,No,4
1,3,5,Executive,1,2,2,Male,IT,3,16,3916,3,Single,2,33,16,2,Yes,23,No,3
6,2,3,Executive,10,1,1,Male,Sales,3,2,14430,44,Married,1,31,36,4,No,45,Yes,2
6,1,4,Analyst,4,3,1,Male,Sales,3,21,9269,25,Married,3,42,18,4,No,6,Yes,1
1,1,2,Analyst,2,2,3,Female,IT,2,6,15759,52,Married,2,34,66,2,No,13,Yes,3
9,5,2,Analyst,10,2,1,Female,Marketing,2,17,9042,63,Married,2,47,21,3,No,5,No,4
6,3,1,Manager,12,2,4,Female,Marketing,2,17,11812,25,Single,3,53,15,2,No,1,Yes,1
8,1,1,Analyst,4,4,4,Female,Finance,4,2,17705,89,Divorced,3,21,97,3,No,33,No,3
7,4,4,Executive,6,1,2,Female,Finance,1,19,9731,93,Single,3,51,72,3,No,8,Yes,1
5,1,1,Analyst,3,1,3,Male,Sales,2,9,14539,28,Divorced,1,42,76,2,No,42,Yes,4
3,5,5,Manager,10,2,4,Male,Finance,4,3,19448,95,Married,1,41,80,3,No,9,Yes,3
2,1,5,Executive,12,2,2,Male,IT,4,24,6698,60,Married,2,44,69,3,Yes,17,Yes,3
7,5,2,Assistant,3,1,1,Female,Sales,2,22,3201,13,Divorced,4,41,27,3,No,31,No,2
2,1,5,Analyst,11,3,1,Male,Marketing,3,10,7237,92,Married,1,41,42,2,No,31,Yes,2
4,4,1,Analyst,1,2,2,Female,Sales,2,5,19334,52,Single,2,25,28,4,No,6,Yes,3
2,2,4,Assistant,12,4,3,Male,HR,1,9,5864,58,Married,2,34,17,3,No,44,No,4
8,2,5,Executive,5,1,1,Female,Sales,2,24,9360,68,Married,2,56,30,3,No,10,No,2
6,1,2,Analyst,12,3,1,Male,Finance,2,14,18326,29,Married,3,52,60,4,No,6,No,1
2,3,2,Manager,7,3,3,Male,IT,2,11,18945,21,Married,3,27,17,4,No,15,No,2
9,2,1,Executive,12,1,2,Male,Marketing,4,19,8412,95,Single,3,24,17,2,No,1,No,4
6,1,5,Analyst,11,4,3,Male,Marketing,2,23,12349,80,Divorced,4,58,55,4,No,24,No,4
3,2,1,Executive,6,2,2,Female,Finance,3,16,9427,93,Married,2,23,43,3,No,8,No,3
0,5,2,Analyst,12,1,1,Male,Finance,1,14,3101,5,Married,1,25,54,2,No,19,Yes,3
3,1,4,Assistant,4,4,3,Male,Finance,2,14,3376,4,Single,4,51,33,2,No,30,No,2
9,1,5,Analyst,6,1,1,Male,HR,2,4,11397,40,Single,3,49,34,4,Yes,44,Yes,1
7,2,4,Executive,3,3,2,Female,IT,4,8,14916,99,Single,4,54,35,3,No,34,Yes,4
5,4,5,Analyst,3,2,3,Male,HR,2,7,18372,85,Married,4,59,34,3,No,44,Yes,1
0,1,2,Analyst,7,3,3,Male,Finance,4,3,13249,46,Divorced,4,35,61,1,No,29,No,2
0,1,5,Executive,9,1,4,Male,IT,3,23,6663,22,Single,3,32,58,1,No,2,No,2
3,4,2,Analyst,1,4,4,Male,Finance,4,22,16478,76,Single,1,49,16,3,No,46,Yes,1
5,4,3,Analyst,4,1,3,Male,IT,3,22,4060,52,Single,1,38,57,4,Yes,20,Yes,4
3,4,2,Executive,12,2,4,Female,Marketing,3,14,18701,39,Divorced,2,36,71,2,No,8,No,2
8,3,2,Assistant,14,1,1,Female,HR,3,11,8124,60,Married,1,38,33,2,No,15,No,4
1,3,5,Manager,10,1,3,Female,Finance,3,26,12081,79,Married,1,47,78,4,No,22,No,1
5,4,4,Manager,5,3,2,Male,Finance,1,19,15690,13,Married,1,45,60,4,No,2,No,4
6,3,2,Manager,2,2,1,Female,Sales,2,4,3810,21,Single,1,56,55,1,No,23,No,1
3,4,5,Manager,10,1,2,Male,Marketing,2,29,12250,67,Married,2,45,81,2,No,17,Yes,1
4,5,2,Manager,12,2,3,Male,Finance,2,4,13038,80,Single,1,42,28,4,Yes,13,No,3
4,5,1,Manager,11,2,4,Male,HR,3,22,7412,2,Divorced,4,28,34,1,Yes,10,No,4
1,1,1,Executive,3,4,4,Male,Marketing,1,29,7398,66,Divorced,2,31,49,2,No,42,No,4
4,1,1,Executive,5,4,1,Female,Finance,2,25,12317,72,Married,1,20,39,3,No,29,No,2
9,4,1,Executive,8,3,2,Female,HR,2,21,3657,37,Single,4,20,18,4,Yes,17,Yes,3
4,4,4,Analyst,3,3,2,Female,Sales,1,8,3052,6,Single,2,53,71,2,No,11,Yes,3
4,3,2,Assistant,12,4,2,Male,Sales,2,21,15632,12,Married,2,51,16,2,No,32,Yes,3
3,1,1,Assistant,14,1,1,Female,HR,3,15,3986,95,Divorced,2,44,80,2,Yes,45,No,4
9,3,5,Manager,3,1,2,Female,Marketing,1,16,11402,54,Divorced,3,59,35,1,Yes,5,Yes,2
3,2,1,Manager,6,2,1,Male,HR,3,22,3775,1,Divorced,1,20,66,1,No,41,No,1
6,4,3,Executive,8,3,1,Female,HR,1,22,12106,36,Divorced,2,35,89,2,No,6,Yes,4
5,1,3,Assistant,1,4,4,Male,Sales,4,4,15470,76,Divorced,1,58,92,3,No,9,No,3
7,1,4,Analyst,7,1,2,Female,Sales,3,10,3505,92,Married,2,24,95,3,Yes,24,No,4
0,3,3,Analyst,13,4,3,Female,Sales,1,26,6298,76,Married,2,41,29,3,No,6,Yes,4
9,5,5,Executive,7,2,2,Female,Finance,3,5,13429,49,Married,1,48,60,4,No,1,No,2
1,4,1,Manager,3,4,4,Male,Finance,4,4,18957,19,Divorced,2,22,45,1,No,28,Yes,1
1,4,3,Assistant,3,2,3,Female,IT,4,2,14105,48,Divorced,4,31,76,3,No,45,Yes,4
1,4,3,Analyst,9,3,3,Female,Finance,2,18,19148,10,Married,2,45,48,1,Yes,33,Yes,2
2,5,4,Manager,10,1,2,Female,Marketing,3,8,19644,49,Married,3,35,50,2,Yes,41,No,3
5,4,3,Assistant,12,1,1,Female,Marketing,4,15,4951,40,Divorced,3,56,58,1,Yes,19,Yes,4
2,5,1,Analyst,11,1,2,Male,Sales,1,4,5370,72,Single,3,41,77,4,No,33,Yes,2
6,5,2,Manager,14,3,1,Male,HR,4,13,9153,3,Married,3,48,91,3,Yes,35,No,2
2,3,1,Analyst,1,2,4,Female,Sales,3,14,18300,42,Divorced,4,33,32,2,Yes,6,Yes,1
5,4,3,Manager,1,1,3,Female,HR,4,9,11279,78,Divorced,4,47,95,4,No,40,No,2
1,5,3,Manager,2,3,3,Female,Sales,2,28,14581,99,Married,1,24,59,2,No,35,No,4
1,5,3,Manager,6,1,3,Male,Sales,4,6,5734,30,Single,4,49,53,2,No,20,No,2
2,3,4,Assistant,14,1,4,Female,Marketing,2,12,5256,1,Divorced,1,24,40,4,Yes,8,Yes,4
7,4,5,Executive,8,3,1,Female,HR,2,28,5969,11,Married,4,31,92,2,No,47,No,3
8,2,1,Manager,11,1,4,Male,IT,3,13,18977,84,Divorced,1,35,89,4,No,43,Yes,3
1,5,3,Manager,10,1,1,Male,IT,4,21,13502,29,Divorced,2,45,38,3,No,20,No,4
6,1,2,Analyst,13,4,1,Male,Sales,2,23,19362,43,Divorced,3,45,72,2,No,13,Yes,1
0,3,4,Analyst,1,4,3,Female,Sales,1,6,6277,86,Divorced,1,40,64,4,No,7,Yes,4
3,3,5,Assistant,12,2,2,Male,Marketing,2,20,14760,74,Single,4,58,86,1,Yes,43,Yes,2
5,3,3,Executive,1,3,2,Male,HR,1,26,6969,35,Married,3,55,53,2,No,16,Yes,4
6,4,1,Analyst,2,4,3,Female,Sales,3,25,13909,24,Married,2,52,86,4,No,33,Yes,3
2,2,2,Assistant,12,4,3,Male,IT,2,22,10920,70,Married,4,49,45,1,Yes,26,No,1
2,1,4,Assistant,7,1,1,Female,HR,3,19,4488,49,Married,3,56,97,2,Yes,21,Yes,2
4,3,1,Assistant,4,4,2,Female,Sales,3,20,13259,71,Married,3,42,50,4,Yes,11,Yes,3
2,5,1,Manager,1,2,4,Male,HR,1,20,13807,21,Single,3,29,53,4,Yes,47,No,4
8,2,4,Executive,8,1,2,Female,Marketing,2,8,14209,35,Divorced,4,24,35,3,No,44,Yes,3
1,2,1,Executive,4,1,4,Male,IT,2,5,12323,2,Divorced,1,55,37,2,No,6,Yes,3
9,3,2,Executive,7,2,1,Male,HR,2,8,5187,77,Married,1,53,68,1,No,23,Yes,1
6,1,2,Manager,11,1,3,Male,IT,4,13,19654,26,Divorced,2,50,50,3,No,25,Yes,4
6,3,1,Manager,8,2,3,Female,Sales,3,27,19047,99,Divorced,3,29,29,3,No,47,Yes,4
2,1,3,Analyst,1,2,4,Male,Finance,2,24,12788,89,Divorced,4,38,16,4,No,16,No,3
7,3,1,Analyst,2,2,4,Female,HR,3,22,14718,6,Married,1,51,90,3,No,26,No,4
2,3,3,Analyst,13,4,2,Female,IT,3,13,15571,36,Married,4,20,84,4,No,26,No,3
4,3,1,Assistant,2,1,3,Female,HR,1,5,19749,54,Single,3,24,52,3,No,5,No,1
0,4,5,Executive,11,3,1,Male,Sales,3,14,13723,43,Married,3,23,79,4,No,10,No,1
9,3,2,Manager,5,4,1,Female,Sales,1,18,3783,71,Single,1,35,64,4,Yes,12,No,3
3,2,1,Analyst,5,3,2,Female,IT,4,15,13403,59,Married,1,43,15,4,Yes,20,No,2
1,5,2,Assistant,6,1,4,Male,Marketing,2,1,10138,58,Divorced,3,35,35,4,Yes,5,No,3
4,5,4,Manager,2,2,2,Male,HR,4,7,10159,51,Single,2,21,71,3,No,24,Yes,2
3,3,5,Assistant,8,3,1,Female,HR,1,10,8485,3,Single,2,47,33,1,No,10,Yes,2
3,4,3,Assistant,1,4,3,Female,Sales,1,28,15361,1,Single,2,51,43,4,No,9,No,2
3,3,4,Assistant,9,2,2,Male,HR,4,26,19621,16,Married,2,46,64,2,No,13,Yes,3
4,3,5,Executive,5,3,3,Female,IT,3,27,15075,84,Single,3,39,48,1,No,24,Yes,3
8,1,4,Manager,10,1,3,Female,Finance,2,23,13177,99,Married,4,43,95,1,No,19,No,3
8,2,2,Manager,8,3,2,Female,Sales,1,2,10058,83,Single,1,31,96,2,Yes,22,Yes,3
3,1,5,Assistant,8,4,1,Female,Finance,3,13,18884,29,Married,4,54,68,2,Yes,2,Yes,4
8,5,4,Executive,2,1,1,Male,HR,4,3,17569,47,Single,1,52,46,4,No,1,Yes,2
7,4,3,Assistant,9,2,3,Female,Marketing,2,27,4462,1,Divorced,1,52,18,2,No,3,Yes,4
4,1,5,Analyst,6,4,4,Male,IT,4,8,12413,78,Divorced,4,56,44,3,No,47,No,2
7,2,5,Manager,3,2,2,Female,HR,4,12,14628,65,Single,3,31,32,3,No,33,No,4
6,2,4,Manager,1,1,3,Male,IT,4,4,9296,26,Married,2,22,83,4,Yes,25,Yes,2
1,2,1,Executive,9,3,2,Female,HR,1,21,4656,20,Married,3,20,43,4,No,23,No,2
9,5,3,Manager,3,4,2,Male,HR,4,23,4131,88,Married,4,52,26,3,Yes,6,No,2
7,1,3,Manager,1,2,1,Female,HR,4,8,3810,92,Divorced,2,59,29,3,No,19,No,3
8,2,4,Manager,5,1,4,Male,Sales,4,1,3055,4,Divorced,2,29,93,2,No,45,No,4
1,5,2,Executive,8,1,4,Female,Finance,4,23,6279,64,Divorced,1,48,67,4,No,49,No,2
1,4,2,Assistant,13,3,3,Female,Marketing,2,3,4533,24,Married,4,32,49,2,No,44,No,4
9,3,1,Manager,13,4,1,Male,Finance,2,15,7011,24,Married,1,31,66,4,No,10,Yes,1
8,4,1,Assistant,14,3,2,Male,Finance,1,15,17635,47,Married,4,50,67,2,Yes,37,No,3
0,1,4,Executive,7,1,3,Male,IT,1,21,8967,10,Single,1,21,28,3,Yes,18,Yes,1
2,4,2,Assistant,5,3,2,Male,Sales,2,28,15516,96,Single,4,54,32,2,No,37,No,4
2,5,3,Analyst,14,4,3,Male,Sales,3,12,18624,18,Single,4,42,52,4,No,33,No,1
5,1,2,Manager,13,1,2,Female,HR,2,1,9609,17,Divorced,2,36,52,1,No,35,No,4
6,2,4,Executive,2,2,3,Male,Finance,4,11,9280,6,Divorced,3,45,69,2,No,37,No,1
2,5,2,Executive,2,1,2,Male,Marketing,2,19,11431,86,Married,2,27,25,3,No,4,Yes,4
7,1,5,Assistant,3,3,3,Female,IT,2,5,5004,3,Single,1,48,81,4,No,36,No,3
1,1,4,Manager,6,3,4,Male,Sales,3,17,14961,20,Married,4,45,67,2,No,32,Yes,2
2,5,5,Executive,12,3,1,Male,HR,3,2,8434,40,Single,4,29,92,1,No,15,Yes,2
9,4,4,Analyst,13,3,3,Male,Marketing,1,13,7246,76,Single,1,45,58,2,No,48,No,4
1,4,3,Assistant,4,1,2,Female,Finance,3,3,6396,90,Married,4,53,39,4,No,21,Yes,2
1,2,4,Analyst,12,4,3,Male,Marketing,1,13,10570,5,Married,2,26,76,3,No,21,No,2
5,1,4,Analyst,13,1,3,Female,Sales,1,8,11544,76,Single,3,23,28,4,No,46,Yes,4
2,4,4,Assistant,9,4,4,Female,IT,1,21,7561,62,Single,3,30,61,3,No,26,Yes,1
2,1,4,Analyst,3,1,4,Male,Finance,3,21,4063,17,Divorced,3,48,69,1,Yes,11,No,2
8,4,1,Assistant,6,1,4,Female,IT,1,13,17989,26,Married,3,55,97,1,No,41,No,1
0,5,5,Assistant,4,4,3,Male,Marketing,2,3,4395,86,Married,3,44,26,3,No,28,No,2
8,5,4,Executive,1,3,2,Male,Marketing,1,25,3052,45,Married,4,40,21,1,No,24,Yes,1
1,4,4,Executive,1,4,4,Male,HR,1,9,5786,45,Married,2,55,63,4,No,15,Yes,3
1,5,1,Analyst,13,4,3,Male,Finance,2,28,17675,94,Single,2,29,28,1,Yes,30,No,3
4,1,2,Analyst,11,2,3,Male,Marketing,1,28,4144,84,Divorced,4,56,43,2,Yes,35,Yes,2
5,5,1,Analyst,13,2,4,Female,Sales,1,2,5112,88,Married,4,28,61,4,No,30,Yes,4
7,2,1,Analyst,11,3,2,Female,Sales,3,8,16751,44,Single,1,43,28,1,No,2,No,4
0,4,1,Analyst,13,2,2,Female,IT,1,1,3295,42,Single,2,54,65,4,No,27,Yes,3
4,2,4,Executive,8,1,3,Female,Sales,4,21,17540,79,Single,1,54,28,3,Yes,9,Yes,4
9,5,1,Analyst,3,2,3,Male,Marketing,1,15,7742,49,Single,1,55,22,1,Yes,37,Yes,4
7,4,1,Analyst,2,4,4,Male,Sales,2,23,9278,79,Single,1,37,91,1,No,13,Yes,4
1,4,1,Manager,1,1,2,Female,Finance,4,8,5425,20,Married,2,58,79,1,No,31,No,1
9,1,4,Assistant,8,4,4,Male,IT,4,8,10219,32,Married,1,51,51,1,Yes,37,No,3
8,1,3,Assistant,14,1,4,Female,Finance,3,22,10011,91,Divorced,1,43,82,1,No,39,Yes,2
9,5,3,Executive,9,4,2,Female,Marketing,1,7,5627,29,Married,1,42,30,4,No,49,Yes,4
3,1,2,Assistant,1,1,4,Female,Marketing,2,20,7805,0,Single,1,51,97,1,No,23,Yes,2
6,1,4,Analyst,8,3,1,Female,Sales,3,13,19365,68,Divorced,1,56,34,3,No,7,Yes,1
0,2,1,Assistant,11,4,4,Male,HR,2,26,17199,32,Single,3,31,81,2,No,7,No,4
1,2,1,Executive,1,4,2,Male,HR,4,7,11701,74,Single,2,32,85,3,No,12,No,4
0,2,1,Assistant,10,1,1,Female,Marketing,2,7,10935,71,Married,1,42,46,4,Yes,17,Yes,2
7,5,3,Assistant,2,4,4,Female,Marketing,1,25,9920,94,Single,2,44,83,4,Yes,4,Yes,2
0,4,1,Manager,12,3,3,Female,IT,3,11,17261,84,Married,3,54,99,2,Yes,13,No,4
8,3,1,Manager,1,4,2,Female,Marketing,1,2,4970,88,Single,1,49,44,2,No,39,Yes,3
6,5,3,Analyst,13,3,2,Female,Marketing,1,11,4551,17,Divorced,1,36,34,3,No,16,Yes,2
4,4,1,Assistant,13,2,1,Male,IT,1,24,19485,11,Single,4,39,72,1,No,9,No,3
0,1,2,Analyst,13,2,1,Female,Finance,3,25,11083,11,Married,3,44,43,4,No,40,No,1
3,5,5,Assistant,14,2,1,Female,Finance,1,19,14284,98,Single,1,41,38,3,No,18,No,1
2,4,2,Analyst,2,3,1,Male,IT,1,24,19916,63,Married,4,32,15,4,Yes,25,Yes,3
6,5,4,Analyst,12,3,2,Male,IT,1,1,3091,28,Married,2,38,41,4,No,14,Yes,3
0,1,2,Assistant,14,1,2,Male,Finance,2,29,4819,77,Divorced,1,55,35,1,No,39,Yes,4
9,1,2,Manager,12,4,1,Male,Finance,4,26,7934,76,Married,4,31,31,2,Yes,29,Yes,2
3,5,3,Executive,2,3,1,Male,Finance,1,21,11696,18,Divorced,3,38,46,4,No,31,Yes,4
4,5,4,Analyst,12,1,3,Male,Finance,4,17,7936,83,Divorced,3,31,58,4,No,2,No,1
2,3,2,Executive,5,2,3,Male,Sales,4,1,9868,1,Single,2,28,36,2,No,12,No,2
4,2,5,Assistant,13,4,1,Male,IT,3,13,13387,11,Divorced,4,26,56,2,No,5,Yes,1
3,4,2,Analyst,10,3,4,Male,HR,1,6,12125,43,Married,3,47,97,1,No,44,Yes,2
4,1,1,Assistant,13,1,4,Female,Sales,4,5,13838,73,Married,2,33,76,1,No,29,No,3
8,1,3,Analyst,3,1,2,Male,HR,3,21,15692,35,Divorced,4,50,62,2,No,7,No,4
7,4,1,Manager,13,3,2,Female,HR,4,2,10072,16,Single,4,38,22,2,No,10,Yes,1
7,5,4,Analyst,1,2,4,Female,Marketing,3,10,19773,6,Divorced,4,35,16,3,No,15,Yes,1
1,3,4,Analyst,10,1,1,Female,IT,1,25,11957,99,Divorced,1,24,19,1,No,33,No,2
2,4,3,Analyst,2,3,2,Female,Sales,3,28,11539,17,Married,4,54,42,2,Yes,28,Yes,4
3,5,2,Assistant,12,3,2,Female,IT,3,21,14765,12,Single,3,31,18,2,No,28,No,1
9,1,4,Manager,4,1,1,Female,Finance,4,19,12537,76,Single,4,44,67,3,No,4,Yes,3
0,5,5,Assistant,7,4,3,Female,IT,2,27,18423,59,Single,1,40,15,3,Yes,11,Yes,4
8,2,3,Executive,12,4,3,Female,HR,1,7,18513,11,Single,2,55,93,4,No,27,No,2
1,3,1,Manager,1,4,3,Male,Finance,1,22,14197,78,Married,4,42,91,1,No,7,Yes,4
1,2,5,Analyst,5,1,4,Female,IT,3,15,18754,47,Single,1,35,95,3,Yes,38,No,2
7,2,3,Analyst,2,1,2,Female,IT,4,11,11521,50,Single,4,58,20,1,No,24,No,1
9,5,5,Analyst,13,3,1,Female,HR,2,6,14726,66,Single,4,58,69,2,No,46,Yes,3
8,5,3,Executive,12,3,3,Female,Finance,3,5,6793,59,Married,2,33,66,2,Yes,42,No,2
